event_id,log_template,entity_node_id,action_node_id,status_node_id,is_anomaly,is_anomaly_reason
721,ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>),Acpi_6,none_13,none_17,True,"The log message indicates a failed node discovery test, which is considered abnormal."
620,ACPI: LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),Acpi_6,none_13,none_18,True,The log message contains kernel errors and file paths that indicate possible issues with the execution process.
810,ACPI: RSDP (v<*> DELL ) @ <*>,Acpi_6,none_13,none_19,True,The log message format does not match a typical execution process. It seems to be related to xinetd service which may indicate abnormal behavior.
545,"ACPI: PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",Acpi_6,Interrupt_14,none_28,True,The log message format does not match the expected format for a normal execution process
624,ACPI: Processor [CPU<*>] (supports C<*>),Acpi_6,Installation_10,none_11,False,"This log message indicates the synchronization of the NTP daemon to a specific stratum, which is a normal process in time synchronization."
733,ACPI: Power Button (FF) [PWRF],Acpi_6,none_13,none_20,True,The log message contains unusual characters and patterns that are not typical of a normal execution process.
49,kernel: ACPI: <*> (v<*> DELL PE BKC <*> MSFT <*>) @ <*>,Acpi_6,none_13,none_21,True,The log message contains kernel errors which indicate abnormal execution process.
836,ACPI: Interpreter enabled,Acpi_6,Enabled_15,none_29,True,"The log message indicates a system control parameter being set, which could be a normal execution process depending on the values being set. However, without more context, it is difficult to determine if this is abnormal or not."
619,ACPI: LAPIC (acpi_id[<*>] lapic_id[<*>] <*>,Acpi_6,none_13,none_22,False,"The log message indicates a successful startup process, which is a normal execution process."
800,Using ACPI (MADT) for SMP configuration information,Null_7,Using_20,none_36,True,"The log message indicates a request timed out, which is often a sign of abnormal execution process."
279,kernel: ACPI: RSDP (v<*> DELL ) @ <*>,Acpi_6,none_13,none_23,True,"The log message indicates that the file-max limit has been reached, which is an abnormal condition."
28,"kernel: ACPI: PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>",Acpi_6,Initialized_16,none_31,True,"The log message contains unusual port and node information, indicating a potential abnormal execution process."
96,"kernel: ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled.",Acpi_6,Initialized_16,none_32,True,The log message contains multiple instances of <*> which could indicate a potential issue or abnormality in the execution process.
97,kernel: ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>),Acpi_6,Configured_17,none_33,True,"Permission denied error while trying to open a file, indicating an abnormal execution process"
647,ACPI: IRQ<*> used by override.,Acpi_6,Override_18,used_34,False,This log message indicates a typical ACPI PCI interrupt process
60,kernel: ACPI: LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),Acpi_6,Installing_12,none_14,True,"The log message indicates an issue with the host name, which could lead to abnormal execution processes."
241,kernel: ACPI: Interpreter enabled,Acpi_6,Enabled_15,none_30,False,"The log message indicates reading an included configuration file, which is a normal execution process."
779,ACPI wakeup devices:,Acpi_6,none_13,none_24,False,"The log message indicates a successful shutdown process, which is a normal execution process."
133,kernel: ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>,Acpi_6,Irq_19,none_35,True,"The log message indicates a kernel panic, which is an abnormal execution process"
579,ACPI: <*> (v<*> DELL PE BKC <*> MSFT <*>) @ <*>,Acpi_6,none_13,none_25,False,This log message appears to be a standard xinetd process of removing a service.
794,ACPI: HPET id: <*> base: <*>,Acpi_6,none_13,none_26,True,"The log message indicates a failed shutdown process, which is abnormal"
694,ACPI: INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> <*> <*>,Acpi_6,Installing_12,none_15,True,"The log message indicates a kernel execution process, which could be abnormal depending on the context and specific details provided."
645,ACPI: IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),Acpi_6,none_13,none_27,False,"The log message appears to be a standard DHCP request via Ethernet, which is a common and expected process."
778,ACPI: (supports S<*> S<*> S<*>),Acpi_6,Installing_12,none_16,True,The log message format does not match any known normal execution processes.
668,Type: <*> ANSI SCSI revision: <*>,AnsiScsiRevision_8,none_21,none_37,True,The log message contains ACPI errors which indicate abnormal execution process
690,Using <*> APIC <*> <*>,Apic_9,Using_22,none_38,True,"The log message contains BIOS error codes, indicating a potential abnormal execution process."
1120,Setting APIC routing to flat,Apic_9,Setting_23,none_39,True,"The log message indicates that there are no free leases available, which could be a sign of abnormal execution process."
630,Processor #<*> <*>:<*> APIC version <*>,Apic_9,Version_24,none_40,False,"The log message indicates that the ntpd service is listening on a specific network interface, which is a normal part of its execution process."
823,Detected <*>.<*> MHz APIC timer.,ApicTimer_10,Installing_25,none_41,False,This log message appears to be a common message related to sendmail and does not indicate any abnormal execution process.
743,input: AT Translated Set <*> keyboard on isa<*>/serio<*>,AtTranslatedSetKeyboard_11,Installing_26,none_42,True,"The log message indicates an error related to opening a file for writing due to 'Too many open files', which is an abnormal execution process."
413,ib_port_agent.x[<*>]: [INFO]: Change AdminStatus on (<*>/<*>) - new value= <*>,Adminstatus_12,Installing_27,none_43,True,"The log message indicates a device driver installation process, which could potentially be abnormal if it is unexpected or unauthorized."
984,Administrator: Instrumentation Service EventID: <*> Server Administrator starting,Administrator_13,Starting_28,none_44,True,The log message contains unusual characters and does not follow the typical format of a sendmail execution process.
406,"biosverify.bin[<*>]: BIOS update verification failed. Version expected: A<*>, Version found: A<*>",Bios_14,UpdateVerification_29,failed_45,True,"The log message indicates that the mail sending process was deferred due to a connection refusal, which is an abnormal execution process."
821,BIOS-provided physical RAM map:,Bios_14,Providing_30,none_47,False,"This log message indicates a routine update of a job timestamp, which is a normal execution process."
464,"biosverify.bin[<*>]: BIOS update verification was successful. Version expected: A<*>, Version found: A<*>",Bios_14,UpdateVerification_29,successful_46,True,"The log message indicates an unknown lease request, which could potentially be a sign of abnormal behavior."
796,BIOS-e<*>: <*>cffc<*> - <*>cffcfc<*> (ACPI data),Bios-e_15,none_31,none_48,True,"The log message contains kernel errors related to ACPI, which could indicate abnormal execution processes."
567,BIOS-e<*>: <*> - <*> <*>,Bios-e_15,-_32,none_49,True,The log message indicates a kernel CPU usage which may be abnormal if the values are significantly higher or lower than usual.
829,Bootdata ok (command line is <*> <*> <*> <*> <*> <*> <*>,Bootdata_16,Ok_33,none_50,True,"The log message indicates a failed memory lock operation, which is abnormal during normal execution processes."
615,CPU: Physical Processor ID: <*>,Cpu_17,Identifying_34,none_51,True,"The log message contains keywords related to dumping iobuf, which is often associated with abnormal execution processes."
611,"CPU: Trace cache: <*>K uops, L<*> D cache: <*>K",Cpu_17,none_35,none_52,True,The log message indicates a failure in locking an input/output buffer during the execution process.
628,Initializing CPU#<*>,Cpu_17,Initializing_36,none_55,False,"The log message indicates a kernel operation requesting read and write permissions, which is a normal execution process."
219,kernel: CPU<*>: Intel(R) Xeon(TM) CPU <*>.<*>GHz stepping <*>,Cpu_17,Stepping_37,none_57,True,"The log message indicates a failure in creating a map reduce job, which is abnormal behavior."
610,CPU: L<*> cache: <*>K,Cpu_17,none_35,none_53,True,"The log message indicates a failure in MOSAL_iobuf_register, which suggests an abnormal execution process."
789,Losing some ticks... checking if CPU frequency changed.,Cpu_17,Checking_38,none_58,False,"The log message indicates the registration of a protocol family, which is a common and expected process in the kernel."
93,"kernel: CPU: Trace cache: <*>K uops, L<*> D cache: <*>K",Cpu_17,none_35,none_54,False,This log message is a typical DHCPDISCOVER message from a client trying to obtain an IP address from a DHCP server. It is a normal part of the DHCP process.
870,"kernel: CPU<*>: Initial APIC ID: <*>, Physical Processor ID: <*>",Cpu_17,Initializing_36,none_56,True,"The log message indicates an error related to not being able to open a file for writing, which is abnormal behavior for a normal execution process."
925,CPU: Hyper-Threading is disabled,Cpu_17,Disabled_39,none_59,False,"This log message seems to be related to the ACPI LAPIC NMI (Non-Maskable Interrupt) handling in the kernel, which is a normal process in the system."
817,checking TSC synchronization across <*> CPUs: passed.,Cpus_18,Synchronization_40,passed_60,False,"The log message indicates a kernel time sync process, which is a normal execution process."
831,Brought up <*> CPUs,Cpus_18,BringUp_41,none_61,False,"This log message indicates a routine probing of an IDE interface, which is a normal execution process."
820,Capability LSM initialized as secondary,CapabilityLsm_19,Initialized_42,none_62,False,"This log message indicates a DHCPREQUEST for a specific IP address from a client via a network interface, which is a normal execution process in a DHCP server."
824,Console: colour VGA+ <*><*>,Console_20,Color_43,none_63,False,This log message seems to be a normal kernel message related to setting latency timer for a PCI device.
396,<*> Copyright <*> Internet Systems Consortium.,Copyright_21,none_44,none_64,True,"The log message contains kernel and driver information, which may indicate a potential issue with the system's kernel or driver. Further investigation is recommended."
790,Initializing Cryptographic API,CryptographicApi_22,Initializing_45,none_65,True,The log message format does not match the expected format for a normal execution process.
562,hal.hotplug[<*>]: DEVPATH is not set,Devpath_23,Installation_46,not set_66,True,The log message contains kernel errors which indicate abnormal execution process.
1162,EXT<*>-fs: sda<*>: <*> orphan inodes deleted,Ext-fs_24,Deleting_47,orphan_67,True,The log message contains kernel-related information which may indicate abnormal behavior.
868,EXT<*>-fs: recovery complete.,Signal_25,RecoveryComplete_50,none_70,True,The log message contains kernel-related errors which indicate abnormal execution process.
1165,"EXT<*>-fs warning: mounting unchecked fs, running e<*>fsck is recommended",Ext-fs_24,Mounting_48,warning_68,True,The log message contains unusual characters and does not follow a typical execution process pattern.
635,EXT<*>-fs: mounted filesystem with ordered data mode.,Ext-fs_24,Mounted_49,ordered data mode_69,True,The log message includes kernel errors which indicate abnormal execution processes.
1139,ISO <*> Extensions: RRIP_<*>A,Extensions_26,none_52,none_72,False,"This log message indicates a new USB bus being registered, which is a normal execution process."
1138,ISO <*> Extensions: Microsoft Joliet Level <*>,Extensions_26,Configuring_53,none_73,True,"The log message contains irregular kernel information and irq numbers, indicating a potential abnormal execution process."
782,TCP: Hash tables configured (established <*> bind <*>),HashTables_27,Configured_54,established_74,True,"The log message indicates a request timed out, which is often a sign of abnormal execution process."
71,kernel: <*> <*>:<*>:<*>d.<*>: <*> Host Controller,HostController_28,Configuring_55,none_75,False,"The log message indicates the kernel journal daemon starting, which is a normal process."
787,"Total HugeTLB memory allocated, <*>",HugetlbMemory_29,Allocated_56,none_76,False,The log message does not indicate any abnormalities in the execution process.
773,"IA<*> emulation $Id: sys_ia<*>.c,v <*>.<*> <*>/<*>/<*> <*>:<*>:<*> ak Exp $",IaEmulation_30,none_57,none_77,False,"Log message indicates a kernel filesystem operation on sda with an internal journal, which is a common process in a normal execution."
591,Probing IDE interface ide<*>...,IdeInterface_31,none_58,none_78,True,"The log message indicates an error related to sending a poll packet, which suggests a problem with the communication process"
644,"IOAPIC[<*>]: apic_id <*>, version <*>, address <*>, GSI <*>-<*>",Ioapic_32,none_59,none_79,False,"The log message indicates a filesystem being mounted with ordered data mode, which is a normal execution process."
160,<*> bindcache: failed init IPS: <*> (Out of memory),Ips_33,Init_60,failed (Out of memory)_80,False,The log message indicates a clean file system check with the number of files and blocks checked.
776,Initializing IPsec netlink socket,IpsecNetlinkSocket_34,Initializing_61,none_81,True,The log message indicates a timeout error in the RPC request which could be a sign of abnormal execution process.
737,IPv<*> over IPv<*> tunneling driver,IpvOverIpvTunnelingDriver_35,Bringup_62,none_82,False,"The log message is related to program port state, which is a normal execution process."
985,Administrator: Instrumentation Service EventID: <*> Server Administrator startup complete,InstrumentationService_36,StartupComplete_63,none_83,False,"The log message indicates that snmpd accepted a file descriptor, which is a normal part of its execution process."
752,Copyright (c) <*>-<*> Intel Corporation.,IntelCorporation_37,Copyright_64,none_84,False,"The log message indicates that the SNMP service accepted a new smux peer, which is a common and expected operation in SNMP management."
786,Intel E<*>/<*>/<*> detected.<<*>>pci_hotplug: PCI Hot Plug PCI Core version: <*>.<*>,IntelE//_38,Detected_65,none_85,True,"The log message indicates a file system check (fsck) process on device /dev/sda, which may indicate a potential issue with the file system that needs to be checked and repaired."
666,e<*>: eth<*>: e<*>_probe: Intel(R) PRO/<*> Network Connection,Intel(r)Pro/NetworkConnection_39,none_66,none_86,True,The log message indicates a kernel error during the panfs mount process.
266,kernel: Intel(R) PRO/<*> Network Driver - version <*>.<*>.<*>-k<*>-NAPI,Shutdown_40,none_67,version_87,True,"The log message indicates a kernel execution process, which can be considered abnormal depending on the context of the system."
656,Intel(R) Xeon(TM) CPU <*>.<*>GHz stepping <*>,Intel(r)Xeon(tm)Cpu_41,none_69,none_90,False,The log message indicates a normal execution process.
223,<*> Intel(R) Xeon(TM) CPU <*>.<*>GHz stepping <*>,Intel(r)Xeon(tm)Cpu_41,Stepping_70,none_91,False,"The log message is a generic kernel message, which does not indicate any specific abnormality."
385,<*> Internet Systems Consortium DHCP <*> V<*>.<*>.<*>,InternetSystemsConsortiumDhcp_42,none_71,none_92,False,"The log message indicates that the Server Administrator is starting, which is a normal execution process."
1115,"Kernel command line: ro root=LABEL=/ tsc nousb console=ttyS<*>,<*> rhgb quiet",Kernel_43,none_72,none_93,False,"The log message indicates that the Server Administrator startup process is complete, which is a normal execution process."
168,kernel: Kernel <*> <*> <*>,Kernel_43,none_72,none_94,False,The log message indicates a successful execution process.
845,"Kernel command line: root=LABEL=/ initrd=/x<*>_<*>/initrd-<*>.<*>.<*>-<*>.<*>.<*>.EL-lustre-<*>.<*>.<*>-perfctr-admin console=tty<*> console=ttyS<*>,<*> fastboot BOOT_IMAGE=/x<*>_<*>/vmlinuz-<*>.<*>.<*>-<*>.<*>.<*>.EL-lustre-<*>.<*>.<*>-perfctr",Kernel_43,none_72,none_95,False,The log message does not indicate any abnormalities in the execution process.
967,atkbd.c: Keyboard on isa<*>/serio<*> reports too many keys pressed.,Keyboard_44,Register_227,error_447,True,"The log message indicates a PCI related kernel issue, which could be abnormal depending on the context and expected behavior."
727,<*> Kickstart Install: Setup to become a Tbird SQE/Build-Test node,KickstartInstall_45,Setup_228,none_448,True,"The log message contains SELinux which indicates a security feature, and could potentially be related to abnormal execution processes."
621,-- #<*>#[<*>]: LOGIN ON <*> BY #<*>#,Login_46,none_229,none_449,False,The log message does not indicate any abnormal execution process.
663,<*> FAILED LOGIN <*> FROM (null) FOR <*> Authentication failure,Login_46,AuthenticationFailure_230,failed_450,False,"The log message seems to be a standard kernel interrupt message, indicating a normal execution process."
1002,#<*>#[<*>]: LOGIN ON tty<*> BY #<*>#,Login_46,Register_231,none_451,True,"The log message indicates network configuration or connection issues, which could be abnormal depending on the context of the execution process."
565,-- root[<*>]: ROOT LOGIN ON <*>,Login_46,Register_231,none_452,False,The log message indicates a successful execution process
238,kernel: Linux agpgart interface v<*>.<*> (c) Dave Jones,Linux_47,Interface_232,none_453,False,The log message seems to be a standard kernel log message indicating page allocation in a zone.
785,Linux agpgart interface v<*>.<*> (c) Dave Jones,Linux_47,Register_233,none_454,True,"The log message indicates a denial of access control, which is abnormal behavior in the execution process."
812,Linux version <*> <*> (gcc version <*>.<*>.<*> <*> (Red Hat <*> #<*> SMP <*> <*> <*> <*>:<*>:<*> <*> <*>,Linux_47,none_234,none_455,False,"The log message indicates that the execution process of gmond succeeded, which is a normal outcome."
384,kernel: MOSAL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_mlock.c[<*>]: unlock_it: unknown error (-<*>),Mosal_48,Register_235,unknown error_456,False,The log message does not indicate any abnormal execution process
52,kernel: MOSAL(<*>): mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_iobuf.c[<*>]: dump iobuf at <*> :,Mosal_48,Register_235,none_457,True,The log message format is not consistent with normal execution processes
53,kernel: MOSAL(<*>): <*> mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/third_party/thca<*>_linux/kernel/mlxsys/obj_host_amd<*>_custom<*>_rhel<*>/mlxsys/mosal_iobuf.c:<*>: MOSAL_mlock_iobuf failed - <*>,Mosal_48,Register_236,failed_458,True,"The log message indicates that an existing IB node GUID and LID were removed, which is not a normal execution process."
755,Vendor: MegaRAID Model: LD <*> RAID<*> <*>G Rev: <*>A,Megaraid_49,Register_237,none_459,True,"The log message indicates that a peer has disconnected from the SNMP service, which could be a sign of abnormal behavior or a potential issue with the SNMP service."
811,"Memory: <*>k/<*>k available (<*>k kernel code, <*>k reserved, <*>k data, <*>k init)",Memory_50,Register_242,available_466,True,"The log message indicates too many open files in the system, which is a common indicator of abnormal execution process."
709,mysqld: <*> MySQL: succeeded,Mysql_51,Supports_244,none_468,True,"The log message indicates an error in writing meta data for a metric to RRD, which is not a normal execution process."
179,<*> <*> NFS <*> succeeded,Nfs_52,Register_245,successful_469,False,The log message indicates a standard process of mounting filesystems.
852,e<*>: eth<*>: e<*>_watchdog: NIC Link is Down,Nic_53,LinkDown_246,none_470,True,The log message contains kernel errors which indicate abnormal execution processes.
689,e<*>: eth<*>: e<*>_watchdog: NIC Link is Up <*> Mbps Full Duplex,Nic_53,LinkIsUp_247,none_471,True,"The log message indicates a segmentation fault, which is a clear indicator of abnormal execution process."
692,<*> NMI <*> ... <*>,Nmi_54,Supports_248,none_472,True,"The log message contains kernel and driver information, which may indicate abnormal execution processes."
809,No NUMA configuration found,NumaConfiguration_55,none_249,error_473,False,"The log message indicates the start of a PanFS device, which is a normal execution process."
324,slot<*>:<*> <*> Osa: Leaf <*> is reporting fiber latch fault condition on port <*>,Osa_56,Reporting_250,fault condition_474,False,"Log message indicates that the execution process succeeded, which is expected"
691,PCI: Using <*> <*> <*>,Pci_57,Using_251,none_475,True,The log message indicates a kernel error related to the processor APIC version.
799,PCI: Transparent bridge - <*>:<*>:<*>e.<*>,Pci_57,Register_252,none_476,True,"The log message indicates that something was not found, which could be an abnormal execution process."
803,PCI: Probing PCI hardware (bus <*>),Pci_57,Probing_253,none_477,True,"The log message indicates a kernel panic, which is an abnormal execution process."
762,PCI<*> PALO PBLO VPR<*> PBHI PICH,Pci_57,Supports_254,none_478,False,"The log message does not indicate any abnormal behavior, it is a common message in tftp client interactions."
772,PCI-DMA: Using software bounce buffering for IO (SWIOTLB),Pci-dma_58,Using_255,none_479,True,"The log message indicates an ACPI interrupt source override, which may be a sign of abnormal behavior in the execution process."
270,kernel: PCI-DMA: Using software bounce buffering for IO (SWIOTLB),Pci-dma_58,UsingSoftwareBounceBuffering_256,none_480,True,"The log message indicates a kernel panic, which is an abnormal execution process."
300,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log Exit code = <*> <*> <*>,Package_59,Installing_257,none_481,True,The log message contains a warning indicating a potential issue with the execution process.
945,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log Exit code = <*> (Failure),Package_59,none_258,Failure_482,False,"The log message indicates a successful termination of a process, which is a normal execution process."
341,spsetup.sh[<*>]: Package Release ID=R<*> Package Description=Dell <*> <*> <*> A<*> Support Log path=/var/log/#<*>#/updatepackage/log/support/R<*>.log,Package_59,Releasing_259,none_483,True,The log message indicates a kernel process which may be abnormal and requires further investigation.
784,postfix/postfix-script: <*> the Postfix mail system,PostfixMailSystem_60,Register_260,none_484,True,"The log message contains unusual characters and format, indicating a potential abnormality in the execution process."
256,kernel: RAMDISK driver initialized: <*> RAM disks of <*>K size <*> blocksize,RamDisks_61,Initialized_261,none_485,True,The log message indicates a Non-Maskable Interrupt (NMI) which is an abnormal event that can disrupt the normal execution process.
769,RAMDISK driver initialized: <*> RAM disks of <*>K size <*> blocksize,RamDisks_61,Initialized_261,none_486,True,"The log message indicates divert not allocating divert_blk for non-ethernet device, which is abnormal behavior."
914,RPC: failed to contact portmap (errno -<*>).,Rpc_62,Register_262,failed_487,True,"The log message contains kernel errors related to network interfaces, which could indicate abnormal execution processes."
913,RPC: sendmsg returned error <*>,Rpc_62,ReturnedError_263,none_488,False,"The log message indicates the startup of pbs_mom, which is a normal execution process."
912,portmap: RPC call returned error <*>,RpcCall_63,ReturnedError_266,error_491,True,"The log message indicates a kernel error related to a serial port and IRQ, which could potentially disrupt the normal execution process."
257,kernel: fs_client_fm: All RPCs returned,Rpcs_64,Returning_267,none_492,False,"The log message indicates the use of a specific tool for routing, which is a normal part of the execution process."
246,kernel: Real Time Clock Driver v<*>.<*>,RealTimeClockDriver_65,Register_268,none_493,True,The log message contains placeholders <*> which may indicate missing or incorrect information in the execution process.
770,Real Time Clock Driver v<*>.<*>,RealTimeClockDriver_65,Checking_269,none_494,False,The log message does not indicate any abnormal behavior in the execution process.
328,<*> <*> <*> (Release Date: <*> <*> <*> <*>:<*>:<*> EST <*>),ReleaseDate_66,none_270,none_495,False,"The log message seems to be a typical ACPI PCI interrupt link message, which is a common part of the system's execution process."
741,Vendor: PE/PV Model: <*>x<*> SCSI BP Rev: <*>.<*>,ScsiBp_67,none_271,none_496,False,The log message indicates a normal restart process
736,SCSI subsystem initialized,ScsiSubsystem_68,Register_272,none_497,False,"This log message indicates the attachment of a SCSI generic device, which is a standard process in many systems."
801,SELinux: Starting in permissive mode,Selinux_69,Starting_273,permissive_498,True,"The log message contains unexpected kernel-related information, which may indicate abnormal execution process."
760,SELinux: Disabled at runtime.,Selinux_69,Initialize_274,none_499,False,The log message indicates a normal kernel module initialization process.
677,SELinux: <*> netfilter hooks,Selinux_69,none_275,none_501,False,"The log message indicates a repetition of the last message, which is a common occurrence in execution processes."
797,SELinux: Initializing.,Selinux_69,Initialize_274,none_500,True,"The log message indicates an error related to a network address connection timeout, which is not a normal execution process."
532,kernel: pan_sam: <*> unable to report I/O error(s) to SM <*>(SM): <*> (SM: <*> <*> <*>,Sm_70,ReportingI/oErrors_276,unable_502,False,This log message is a typical kernel boot message and does not indicate any abnormal execution process.
540,ib_mgr.x[<*>]: [INFO]: IB MGR <*> configuring SM (<*>),Sm_70,Configuring_277,none_503,False,The log message does not indicate any abnormal execution process
541,ib_mgr.x[<*>]: [INFO]: IB MGR sent <*> <*> command to SM (<*>),Sm_70,Register_278,none_504,False,"The log message is a standard message indicating the precision of ntpd, which is a normal execution process."
806,Security Scaffold v<*>.<*>.<*> initialized,SecurityScaffold_71,Initialized_279,none_505,False,"The log message indicates that the frequency was initialized with a specific value, which is a normal part of the execution process."
209,kernel: Security Scaffold v<*>.<*>.<*> initialized,SecurityScaffold_71,Initialized_279,none_506,False,"This log message indicates a connection from a client to the SSH server, which is a common and expected process in a typical execution flow."
927,Server Administrator: Instrumentation Service EventID: <*>,ServerAdministrator_72,Eventid_280,none_507,False,"The log message indicates that the SSH daemon is now running with certain privileges, which is a normal part of the execution process."
910,Server Administrator: Instrumentation Service EventID: <*> Fan sensor detected a failure value Sensor location: BMC FAN <*>A RPM Chassis location: Main System Chassis Previous state was: Unknown Fan sensor value (in RPM): <*>,ServerAdministrator_72,Detected_281,failure_508,False,"This log message indicates a user successfully authenticated to SSH from a specific location, which is a common and expected process."
981,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor returned to a normal value Sensor location: BMC <*>V Riser PG Chassis location: Main System Chassis Previous state was: Critical (Failed) Discrete voltage state: Good,ServerAdministrator_72,ReturnToNormalValue_282,none_509,True,"The log message indicates setting a port DOWN, which could be an abnormal execution process."
983,Server Administrator: Instrumentation Service EventID: <*> Voltage sensor detected a failure value Sensor location: PROC_<*> VCORE Chassis location: Main System Chassis Previous state was: Unknown Discrete voltage state: Bad,ServerAdministrator_72,Register_283,failure_510,False,The log message indicates a local disconnection which is a common occurrence and does not necessarily indicate abnormal behavior.
529,Server Administrator: Instrumentation Service EventID: <*> <*> <*> <*> <*> <*> <*> <*>,ServerAdministrator_72,Register_283,none_511,True,"The log message indicates a connection lost, which is abnormal behavior in an execution process."
988,Server Administrator: Instrumentation Service EventID: <*> Log size is no longer near or at capacity Log type: ESM,ServerAdministrator_72,Routingcachehashtable_284,none_517,True,"The log message indicates an 'Out of memory' error, which is typically an abnormal execution process."
973,Server Administrator: Instrumentation Service EventID: <*> Memory device status is non-critical Memory device location: <*> Possible memory module event cause:Single bit warning error rate exceeded,ServerAdministrator_72,Monitoring_285,non-critical_518,False,The log message indicates the version of the PanFS Client being used. This is a normal execution process.
1019,"Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: <*> Possible memory module event cause:Single bit warning error rate exceeded,Single bit failure error rate exceeded",ServerAdministrator_72,Monitoring_285,critical_519,True,"The log message indicates a mismatch between the CPU type mentioned in the message, which could indicate an abnormal execution process."
930,Server Administrator: Instrumentation Service EventID: <*> Log size is near or at capacity Log type: ESM,ServerAdministrator_72,none_286,near or at capacity_521,False,"The log message indicates that the Read Ahead feature is being turned ON, which is a normal execution process."
719,Server Administrator: Instrumentation Service EventID: <*> Memory device status is critical Memory device location: <*> Possible memory module event cause:Single bit error logging disabled,ServerAdministrator_72,Shutdown_287,critical_522,True,"The log message indicates a potential issue with the panfs mount process, which could lead to an oops on GenuineIntel kernels."
